터널명,터널종류,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,터널시작점위도,터널시작점경도,터널종료점위도,터널종료점경도,터널연장,터널폭,터널보도폭,터널높이,차로수,터널준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,터널보수보강내역,터널보수보강비용,중계기종류,터널관리시스템적용여부,관리기관명,관리기관전화번호,데이터기준일자
금광1터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,경기도,안성시,41550,경기도 안성시 금광면 개산리, 36.975075, 127.298781, 36.975075, 127.298781,806,11.8,0,7.5,2,2008,2024-07-09,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
금광1터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,경기도,안성시,41550,경기도 안성시 금광면 개산리, 36.975075, 127.298781, 36.975075, 127.298781,802,11.8,0,7.5,2,2008,2024-07-09,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
금광2터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,경기도,안성시,41550,경기도 안성시 금광면 오산리, 36.976870, 127.321049, 36.976870, 127.321049,369,11.8,0,7.5,2,2008,2024-07-09,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
금광2터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,경기도,안성시,41550,경기도 안성시 금광면 오산리, 36.976870, 127.321049, 36.976870, 127.321049,380,11.8,0,7.5,2,2008,2024-07-09,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
금광3터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,경기도,안성시,41550,경기도 안성시 금광면 옥정리, 36.981799, 127.342396, 36.981799, 127.342396,498,11.8,0,7.5,2,2008,2024-07-30,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
금광3터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,경기도,안성시,41550,경기도 안성시 금광면 한운리, 36.981799, 127.342396, 36.981799, 127.342396,457,11.8,0,7.5,2,2008,2024-07-30,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
안진터널(평택),도로터널,01,고속국도,평택제천고속국도,40,하행,경기도,안성시,41550,경기도 안성시 금광면 옥정리, 36.963228, 127.403048, 36.963228, 127.403048,2355,12.4,0,7.5,2,2008,2024-07-30,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
안진터널(제천),도로터널,01,고속국도,평택제천고속국도,40,상행,경기도,안성시,41550,경기도 안성시 금광면 옥정리, 36.963228, 127.403048, 36.963228, 127.403048,2300,12.4,0,7.5,2,2008,2024-07-30,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
수리산터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,음성군,43770,충청북도 음성군 생극면 오생리, 37.009773, 127.663267, 37.009773, 127.663267,212,10.3,0,7.4,2,2013,2024-09-26,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
수리산터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,음성군,43770,충청북도 음성군 생극면 오생리, 37.009773, 127.663267, 37.009773, 127.663267,212,10.3,0,7.4,2,2013,2024-09-26,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
신니터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 신니면 문락리, 37.008062, 127.696822, 37.008062, 127.696822,309,10.5,0,7.5,2,2013,2024-10-23,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
신니터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 신니면 문락리, 37.008062, 127.696822, 37.008062, 127.696822,309,10.5,0,7.5,2,2013,2024-10-23,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
노은1터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 노은면 문성리, 37.039028, 127.758657, 37.039028, 127.758657,979,11.7,0,7.3,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
노은1터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 노은면 문성리, 37.039028, 127.758657, 37.039028, 127.758657,968,11.7,0,7.3,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
노은2터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 노은면 신효리, 37.035685, 127.780743, 37.035685, 127.780743,206,11.6,0,7.3,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
노은2터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 노은면 신효리, 37.035685, 127.780743, 37.035685, 127.780743,210,11.6,0,8.1,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
노은3터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 노은면 신효리, 37.035685, 127.780743, 37.035685, 127.780743,368,11.6,0,7.4,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
노은3터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 노은면 신효리, 37.035685, 127.780743, 37.035685, 127.780743,356,11.6,0,7.4,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
노은4터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 노은면 신효리, 37.036305, 127.791893, 37.036305, 127.791893,535,11.6,0,7.3,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
노은4터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 노은면 신효리, 37.036305, 127.791893, 37.036305, 127.791893,450,11.6,0,7.3,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
중앙탑터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 중앙탑면 가흥리, 37.055543, 127.849308, 37.055543, 127.849308,679,12.4,0,7.3,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
중앙탑터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 중앙탑면 가흥리, 37.055543, 127.849308, 37.055543, 127.849308,679,12.4,0,7.3,2,2014,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
산척1터널(제천),도로터널,01,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 엄정면 율능리, 37.062031, 127.952572, 37.062031, 127.952572,1066,12.8,0,8.7,2,2015,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
산척1터널(평택),도로터널,01,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 엄정면 율능리, 37.062031, 127.952572, 37.062031, 127.952572,1079,12.8,0,8.7,2,2015,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
산척2터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 산척면 영덕리, 37.070375, 127.972402, 37.070375, 127.972402,274,11.7,0,8.7,2,2015,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
산척2터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 산척면 영덕리, 37.070375, 127.972402, 37.070375, 127.972402,238,11.7,0,8.7,2,2015,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
천등산1터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 산척면 영덕리, 37.073543, 128.004012, 37.073543, 128.004012,399,10.7,0,8.1,2,2015,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
천등산1터널(평택),도로터널,02,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 산척면 영덕리, 37.073543, 128.004012, 37.073543, 128.004012,442,10.7,0,8.1,2,2015,2024-12-24,A,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
천등산2터널(제천),도로터널,02,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 산척면 영덕리, 37.068995, 128.013718, 37.068995, 128.013718,119,10.7,0,8.1,2,2015,2024-12-24,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
천등산3터널(제천),도로터널,01,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 산척면 명서리, 37.062798, 128.034565, 37.062798, 128.034565,2645,10.7,0,8.1,2,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
천등산3터널(평택),도로터널,01,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 산척면 명서리, 37.062798, 128.034565, 37.062798, 128.034565,2619,10.7,0,8.1,2,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
산척3터널(제천),도로터널,01,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 산척면 명서리, 37.066640, 128.067860, 37.066640, 128.067860,1256,13.5,0,8.1,2,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
산척3터널(평택),도로터널,01,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 산척면 명서리, 37.066640, 128.067860, 37.066640, 128.067860,1274,13.5,0,8.1,2,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
산척4터널(제천),도로터널,01,고속국도,평택제천고속국도,40,상행,충청북도,충주시,43130,충청북도 충주시 산척면 명서리, 37.066268, 128.079055, 37.066268, 128.079055,1243,13.5,0,8.1,2,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
산척4터널(평택),도로터널,01,고속국도,평택제천고속국도,40,하행,충청북도,충주시,43130,충청북도 충주시 산척면 명서리, 37.066268, 128.079055, 37.066268, 128.079055,1191,13.5,0,8.1,2,2015,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
금성터널(제천),도로터널,01,고속국도,평택제천고속국도,40,상행,충청북도,제천시,43150,충청북도 제천시 청풍면 장선리, 37.066356, 128.112371, 37.066356, 128.112371,4427,10.7,0,7.3,2,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
금성터널(평택),도로터널,01,고속국도,평택제천고속국도,40,하행,충청북도,제천시,43150,충청북도 제천시 청풍면 장선리, 37.066356, 128.112371, 37.066356, 128.112371,4465,10.7,0,8.1,2,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 엄정지사,054-811-2932,2024-12-31
상주터널(창원),도로터널,01,고속국도,중부내륙고속국도,45,하행,경상북도,상주시,47250,경상북도 상주시 낙동면 신오리, 36.324617, 128.221220, 36.324617, 128.221220,1612,11.2,0,7.6,2,2001,2024-07-26,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
상주터널(양평),도로터널,01,고속국도,중부내륙고속국도,45,상행,경상북도,상주시,47250,경상북도 상주시 낙동면 신오리, 36.324617, 128.221220, 36.324617, 128.221220,1685,11.2,0,7.6,2,2001,2024-07-26,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
낙동터널(양평),도로터널,02,고속국도,중부내륙고속국도,45,상행,경상북도,상주시,47250,경상북도 상주시 낙동면 신상리, 36.400480, 128.234969, 36.400480, 128.234969,370,11.2,0,7.3,2,2001,2024-08-09,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
낙동터널(창원),도로터널,02,고속국도,중부내륙고속국도,45,하행,경상북도,상주시,47250,경상북도 상주시 낙동면 신상리, 36.400480, 128.234969, 36.400480, 128.234969,400,11.2,0,7.3,2,2001,2024-08-09,A,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
공검터널(창원),도로터널,02,고속국도,중부내륙고속국도,45,하행,경상북도,상주시,47250,경상북도 상주시 공검면 화동리, 36.512794, 128.180399, 36.512794, 128.180399,406,11.2,0,7.3,2,2003,2024-09-13,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
공검터널(양평),도로터널,02,고속국도,중부내륙고속국도,45,상행,경상북도,상주시,47250,경상북도 상주시 공검면 화동리, 36.512794, 128.180399, 36.512794, 128.180399,406,11.2,0,7.3,2,2003,2024-09-13,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
불정터널(창원),도로터널,02,고속국도,중부내륙고속국도,45,하행,경상북도,문경시,47280,경상북도 문경시 불정동 , 36.647115, 128.144197, 36.647115, 128.144197,194,12.8,0,7.2,2,2004,2024-12-24,B,정기점검,미적용,N,라이닝::라이닝 보수,65000,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
불정터널(양평),도로터널,02,고속국도,중부내륙고속국도,45,상행,경상북도,문경시,47280,경상북도 문경시 불정동 , 36.647115, 128.144197, 36.647115, 128.144197,194,12.8,0,7.2,2,2004,2024-10-11,B,정기점검,미적용,N,라이닝::라이닝 보수,65000,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
진남터널(양평),도로터널,02,고속국도,중부내륙고속국도,45,상행,경상북도,문경시,47280,경상북도 문경시 마성면 신현리, 36.670295, 128.127400, 36.670295, 128.127400,968,11.4,0,7.3,2,2004,2024-10-18,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
진남터널(창원),도로터널,02,고속국도,중부내륙고속국도,45,하행,경상북도,문경시,47280,경상북도 문경시 호계면 견탄리, 36.670295, 128.127400, 36.670295, 128.127400,992,11.4,0,7.3,2,2004,2024-10-18,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
문경2터널(양평),도로터널,01,고속국도,중부내륙고속국도,45,상행,경상북도,문경시,47280,경상북도 문경시 문경읍 마원리, 36.739108, 128.081264, 36.739108, 128.081264,1187,12.5,0,7.3,2,2004,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
문경2터널(창원),도로터널,01,고속국도,중부내륙고속국도,45,하행,경상북도,문경시,47280,경상북도 문경시 문경읍 진안리, 36.739108, 128.081264, 36.739108, 128.081264,1205,12.5,0,7.3,2,2004,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
문경1터널(양평),도로터널,02,고속국도,중부내륙고속국도,45,상행,경상북도,문경시,47280,경상북도 문경시 문경읍 진안리, 36.739108, 128.081264, 36.739108, 128.081264,115,11.2,0,7.3,2,2004,2024-10-10,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
문경1터널(창원),도로터널,02,고속국도,중부내륙고속국도,45,하행,경상북도,문경시,47280,경상북도 문경시 문경읍 진안리, 36.739108, 128.081264, 36.739108, 128.081264,180,11.2,0,7.3,2,2004,2024-10-10,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
문경새재터널(창원),도로터널,01,고속국도,중부내륙고속국도,45,하행,충청북도,괴산군,43760,충청북도 괴산군 연풍면 주진리, 36.748428, 128.006709, 36.748428, 128.006709,2645,12.5,0,7.3,2,2004,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
문경새재터널(양평),도로터널,01,고속국도,중부내륙고속국도,45,상행,경상북도,문경시,47280,경상북도 문경시 문경읍 각서리, 36.748428, 128.006709, 36.748428, 128.006709,2635,12.5,0,7.3,2,2004,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 상주지사,054-811-2932,2024-12-31
풍세2터널(당진),도로터널,01,고속국도,옥산오창고속국도,32,상행,충청남도,천안시 동남구,44131,충청남도 천안시 동남구 구룡동 , 36.762416, 127.133456, 36.762848, 127.130052,302,14.8,0,0,3,2023,2024-11-30,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
풍세2터널(청주),도로터널,01,고속국도,옥산오창고속국도,32,하행,충청남도,천안시 동남구,44131,충청남도 천안시 동남구 풍세면 남관리, 36.762609, 127.129917, 36.762234, 127.133181,295,14.8,0,0,3,2023,2024-11-30,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
풍세1터널(청주),도로터널,02,고속국도,옥산오창고속국도,32,하행,충청남도,천안시 동남구,44131,충청남도 천안시 동남구 풍세면 남관리, 36.763356, 127.126228, 36.764092, 127.120512,505,12,0,0,2,2023,2024-11-30,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
풍세1터널(당진),도로터널,02,고속국도,옥산오창고속국도,32,상행,충청남도,천안시 동남구,44131,충청남도 천안시 동남구 풍세면 남관리, 36.763860, 127.120626, 36.763093, 127.126393,505,12,0,0,2,2023,2024-11-30,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
배방터널(청주),도로터널,02,고속국도,옥산오창고속국도,32,하행,충청남도,아산시,44200,충청남도 아산시 배방읍 세교리, 36.769546, 127.101020, 36.768985, 127.104458,314,12.2,0,0,2,2023,2024-11-30,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
배방터널(당진),도로터널,02,고속국도,옥산오창고속국도,32,상행,충청남도,아산시,44200,충청남도 아산시 배방읍 세교리, 36.768994, 127.104502, 36.769609, 127.101098,314,12.2,0,0,2,2023,2024-11-30,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
염치2터널(당진),도로터널,02,고속국도,옥산오창고속국도,32,상행,충청남도,아산시,44200,충청남도 아산시 염치읍 석두리, 36.817271, 126.987016, 36.819284, 126.982902,433,12,0,0,2,2023,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
염치2터널(청주),도로터널,02,고속국도,옥산오창고속국도,32,하행,충청남도,아산시,44200,충청남도 아산시 염치읍 염성리, 36.819023, 126.982715, 36.816969, 126.986951,440,12,0,0,2,2023,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
동남터널(당진),도로터널,02,고속국도,옥산오창고속국도,32,상행,충청남도,천안시 동남구,44131,충청남도 천안시 동남구 구룡동 , 36.765087, 127.164709, 36.763163, 127.161647,335,12.2,0,0,2,2023,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
동남터널(청주),도로터널,02,고속국도,옥산오창고속국도,32,하행,충청남도,천안시 동남구,44131,충청남도 천안시 동남구 구룡동 , 36.763144, 127.161714, 36.764997, 127.164709,335,12.2,0,0,2,2023,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
현충사지하차도,지하차도,99,고속국도,옥산오창고속국도,32,양방향,충청남도,아산시,44200,충청남도 아산시 염치읍 백암리, 36.800134, 127.027186, 36.800398, 127.026613,60,25.3,0,8,4,2023,2024-11-30,A,정기점검,미적용,N,,,,N,한국도로공사 천안지사,054-811-2932,2024-12-31
대전터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,대전광역시,대덕구,30230,대전광역시 대덕구 비래동 , 36.349629, 127.466302, 36.349629, 127.466302,796,13.6,0,8.3,3,1999,2024-12-17,B,정기점검,미적용,N,,,,N,한국도로공사 대전지사,054-811-2932,2024-12-31
대전터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,대전광역시,대덕구,30230,대전광역시 대덕구 비래동 , 36.349629, 127.466302, 36.349629, 127.466302,812,13.6,0,8.3,3,1999,2024-12-17,B,정기점검,미적용,N,,,,N,한국도로공사 대전지사,054-811-2932,2024-12-31
황간터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,영동군,43740,충청북도 영동군 추풍령면 계룡리, 36.211773, 127.941299, 36.211773, 127.941299,613,12.8,0,8.4,3,2006,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
황간터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,영동군,43740,충청북도 영동군 황간면 광평리, 36.211773, 127.941299, 36.211773, 127.941299,624,12.8,0,8.4,3,2006,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
영동3터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,영동군,43740,충청북도 영동군 용산면 금곡리, 36.274773, 127.778247, 36.274773, 127.778247,587,12.8,0,8.3,3,2015,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
영동3터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,영동군,43740,충청북도 영동군 용산면 금곡리, 36.274773, 127.778247, 36.274773, 127.778247,484,12.8,0,8.3,3,2015,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
영동2터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,영동군,43740,충청북도 영동군 용산면 가곡리, 36.269487, 127.769291, 36.269487, 127.769291,584,12.8,0,8.3,3,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
영동2터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,영동군,43740,충청북도 영동군 용산면 가곡리, 36.269487, 127.769291, 36.269487, 127.769291,654,12.8,0,8.3,3,2015,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
영동1터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,영동군,43740,충청북도 영동군 심천면 길현리, 36.274888, 127.720272, 36.274888, 127.720272,618,13.6,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
영동1터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,영동군,43740,충청북도 영동군 심천면 길현리, 36.274888, 127.720272, 36.274888, 127.720272,578,13.6,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
옥천4터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,옥천군,43730,충청북도 옥천군 청성면 묘금리, 36.275751, 127.709195, 36.275751, 127.709195,868,13.6,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
옥천4터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,옥천군,43730,충청북도 옥천군 청성면 묘금리, 36.275751, 127.709195, 36.275751, 127.709195,873,13.6,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
옥천3터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,옥천군,43730,충청북도 옥천군 동이면 우산리, 36.281013, 127.687547, 36.281013, 127.687547,1613,13.9,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
옥천3터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,옥천군,43730,충청북도 옥천군 동이면 우산리, 36.281013, 127.687547, 36.281013, 127.687547,1593,13.9,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
옥천2터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,옥천군,43730,충청북도 옥천군 동이면 우산리, 36.281013, 127.687547, 36.281013, 127.687547,210,13.6,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
옥천2터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,옥천군,43730,충청북도 옥천군 동이면 우산리, 36.281013, 127.687547, 36.281013, 127.687547,212,13.6,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
옥천1터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,옥천군,43730,충청북도 옥천군 동이면 조령리, 36.285142, 127.643757, 36.285142, 127.643757,681,13.6,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
옥천1터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,옥천군,43730,충청북도 옥천군 동이면 조령리, 36.285142, 127.643757, 36.285142, 127.643757,690,13.6,0,8.3,3,2003,2024-12-16,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
삼양터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,충청북도,옥천군,43730,충청북도 옥천군 옥천읍 서정리, 36.312908, 127.565800, 36.312908, 127.565800,336,13.6,0,8.3,3,2005,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
삼양터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,충청북도,옥천군,43730,충청북도 옥천군 옥천읍 서정리, 36.312908, 127.565800, 36.312908, 127.565800,361,13.6,0,8.3,3,2005,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
증약터널(부산),도로터널,01,고속국도,경부고속국도,1,하행,대전광역시,동구,30110,대전광역시 동구 신상동 , 36.350868, 127.507439, 36.350868, 127.507439,755,13.6,0,8.3,3,1999,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
증약터널(서울),도로터널,01,고속국도,경부고속국도,1,상행,대전광역시,동구,30110,대전광역시 동구 신상동 , 36.350868, 127.507439, 36.350868, 127.507439,755,13.6,0,8.3,3,1999,2024-12-31,A,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
구봉터널(산내),도로터널,02,고속국도,대전남부순환고속국도,300,상행,대전광역시,서구,30170,대전광역시 서구 관저동 , 36.290375, 127.348669, 36.290375, 127.348669,786,10,0,6.7,2,2000,2024-12-31,B,정기점검,미적용,N,,,,N,한국도로공사 영동지사,054-811-2932,2024-12-31
